"Product","Package ID","Status","Category","Tags","Strain","Vendor","Room","Available","Current price","Unit price (Inventory)","External package ID","Expiration date","Image URL","THC","THCA","CBD","CBN","Retail ID"
Panda Farms Cap Junky Preroll - 1g,1A41103000089E5000003998,,Pre-Rolls,"Hybrid, Preroll 1g",[PF] Cap Junky,GSCC Management,Backstock,36,17,17,1A41103000089E5000003998,4/3/2027,https://leaflogixmedia.blob.core.windows.net/product-image/9831f945-a39a-428f-9f71-26f98059673d.jpg,,,,,
Panda Farms Cap Junky Preroll - 1g,1A41103000089E5000003982,,Pre-Rolls,"Hybrid, Preroll 1g",[PF] Cap Junky,GSCC Management,Vault,6,17,17,1A41103000089E5000003982,4/3/2027,https://leaflogixmedia.blob.core.windows.net/product-image/9831f945-a39a-428f-9f71-26f98059673d.jpg,,,,,
Panda Farms Apple Fritter Preroll - 1g,1A41103000089E5000003916,,Pre-Rolls,"Hybrid, Preroll 1g",[PF] Apple Fritter,GSCC Management,Backstock,36,15,15,1A41103000089E5000003916,4/3/2027,https://leaflogixmedia.blob.core.windows.net/product-image/fba3ba52-eb95-42e0-8166-a0b9293396df.jpg,,,,,
Panda Farms Gmo Root beer - 3.5g,1A41103000089E5000004013,,Flower,Hybrid,[PF] GMO Root Beer,GSCC Management,Backstock,24,59,49,1A41103000089E5000004013,6/24/2027,https://leaflogixmedia.blob.core.windows.net/product-image/33db5ec4-e80e-4e37-842b-eb702cfd53b2.jpg,,,,,
Panda Farms Gmo Root beer - 3.5g,1A41103000089E5000004010,,Flower,Hybrid,[PF] GMO Root Beer,GSCC Management,Vault,17,59,49,1A41103000089E5000004010,6/24/2027,https://leaflogixmedia.blob.core.windows.net/product-image/33db5ec4-e80e-4e37-842b-eb702cfd53b2.jpg,,,,,
Panda Farms Giraffe Puzzy - 3.5g,1A41103000089E5000004031,,Flower,Hybrid,[PF] Giraffe Puzzy,GSCC Management,Backstock,24,59,49,1A41103000089E5000004031,12/24/2026,https://leaflogixmedia.blob.core.windows.net/product-image/178137dd-523e-41c9-b723-dad2dd895309.jpg,,,,,
Panda Farms Giraffe Puzzy - 3.5g,1A41103000089E5000004029,,Flower,Hybrid,[PF] Giraffe Puzzy,GSCC Management,Backstock,24,59,49,1A41103000089E5000004029,12/24/2026,https://leaflogixmedia.blob.core.windows.net/product-image/178137dd-523e-41c9-b723-dad2dd895309.jpg,,,,,
Panda Farms Trop Nana Blunt - 1.5g,1A41103000089E5000003989,,Pre-Rolls,"Sativa, Blunt 1.5g",[PF] Tropicana Banana,GSCC Management,Vault,21,25,25,1A41103000089E5000003989,5/8/2027,https://leaflogixmedia.blob.core.windows.net/product-image/d1163ab1-5e4b-4bb7-9714-a3b6e3c1a995.jpg,,,,,
Panda Farms Trop Nana Blunt - 1.5g,1A41103000089E5000003988,,Pre-Rolls,"Sativa, Blunt 1.5g",[PF] Tropicana Banana,GSCC Management,Backstock,24,25,25,1A41103000089E5000003988,5/8/2027,https://leaflogixmedia.blob.core.windows.net/product-image/d1163ab1-5e4b-4bb7-9714-a3b6e3c1a995.jpg,,,,,
Panda Farms Trop Cherry Blunt - 1.5g,1A41103000089E5000003997,,Pre-Rolls,"Sativa, Blunt 1.5g",[PF] Trop Cherry,GSCC Management,Vault,12,21,21,1A41103000089E5000003997,4/3/2027,https://leaflogixmedia.blob.core.windows.net/product-image/cbeb283b-a5e6-4df4-9142-84039a363674.jpg,,,,,
Panda Farms Trop Cherry Blunt - 1.5g,1A41103000089E5000003996,,Pre-Rolls,"Sativa, Blunt 1.5g",[PF] Trop Cherry,GSCC Management,Backstock,24,21,21,1A41103000089E5000003996,4/3/2027,https://leaflogixmedia.blob.core.windows.net/product-image/cbeb283b-a5e6-4df4-9142-84039a363674.jpg,,,,,
Panda Farms Super Boof Blunt - 1.5g,1A41103000089E5000003979,,Pre-Rolls,"Hybrid, Blunt 1.5g",[PF] Super Boof,GSCC Management,Vault,7,25,25,1A41103000089E5000003979,5/8/2027,https://leaflogixmedia.blob.core.windows.net/product-image/2b26589e-5ab3-4063-8c5f-97302cad5c0c.jpg,,,,,
Panda Farms Mike's Strawberry Lemonade Blunt - 1.5g,1A41103000089E5000003972,,Pre-Rolls,"Hybrid, Blunt 1.5g",[PF] Mike's Strawberry Lemonade,GSCC Management,Backstock,24,21,21,1A41103000089E5000003972,11/8/2026,https://leaflogixmedia.blob.core.windows.net/product-image/bbb31dbf-a3b4-44a5-a4b9-2aafb9a52af3.jpg,,,,,
Panda Farms Mike's Strawberry Lemonade Blunt - 1.5g,1A41103000089E5000003971,,Pre-Rolls,"Hybrid, Blunt 1.5g",[PF] Mike's Strawberry Lemonade,GSCC Management,Backstock,24,21,21,1A41103000089E5000003971,11/8/2026,https://leaflogixmedia.blob.core.windows.net/product-image/bbb31dbf-a3b4-44a5-a4b9-2aafb9a52af3.jpg,,,,,
Panda Farms GMO Root Beer Blunt - 1.5g,1A41103000089E5000003976,,Pre-Rolls,"Indica, Blunt 1.5g",[PF] GMO Root Beer,GSCC Management,Backstock,24,25,25,1A41103000089E5000003976,5/8/2027,https://leaflogixmedia.blob.core.windows.net/product-image/d00f3afc-aebf-4aad-9cad-8d08ccb72baa.jpg,,,,,
Panda Farms GMO Root Beer Blunt - 1.5g,1A41103000089E5000003977,,Pre-Rolls,"Indica, Blunt 1.5g",[PF] GMO Root Beer,GSCC Management,Vault,15,25,25,1A41103000089E5000003977,5/8/2027,https://leaflogixmedia.blob.core.windows.net/product-image/d00f3afc-aebf-4aad-9cad-8d08ccb72baa.jpg,,,,,
Panda Farms Durban Poison Blunt - 1.5g,1A41103000089E5000003968,,Pre-Rolls,"Hybrid, Blunt 1.5g",[PF] Durban Poison,GSCC Management,Vault,20,21,21,1A41103000089E5000003968,11/8/2026,https://leaflogixmedia.blob.core.windows.net/product-image/eb09aa14-f577-46e8-aa78-5924d8e3704e.jpg,,,,,
Panda Farms Durban Poison Blunt - 1.5g,1A41103000089E5000003967,,Pre-Rolls,"Hybrid, Blunt 1.5g",[PF] Durban Poison,GSCC Management,Backstock,24,21,21,1A41103000089E5000003967,11/8/2026,https://leaflogixmedia.blob.core.windows.net/product-image/eb09aa14-f577-46e8-aa78-5924d8e3704e.jpg,,,,,
Panda Farms Cap Junky Blunt - 1.5g,1A41103000089E5000003987,,Pre-Rolls,"Hybrid, Blunt 1.5g",[PF] Cap Junky,GSCC Management,Backstock,24,25,25,1A41103000089E5000003987,4/3/2027,https://leaflogixmedia.blob.core.windows.net/product-image/b5027892-534d-4597-80c8-7c27c8d080e0.jpg,,,,,
Panda Farms Cap Junky Blunt - 1.5g,1A41103000089E5000003986,,Pre-Rolls,"Hybrid, Blunt 1.5g",[PF] Cap Junky,GSCC Management,Vault,6,25,25,1A41103000089E5000003986,4/3/2027,https://leaflogixmedia.blob.core.windows.net/product-image/b5027892-534d-4597-80c8-7c27c8d080e0.jpg,,,,,
Panda Farms Blue Dream Blunt - 1.5g,1A41103000089E5000003975,,Pre-Rolls,"Sativa, Blunt 1.5g",[PF] Blue Dream,GSCC Management,Backstock,24,25,25,1A41103000089E5000003975,5/8/2027,https://leaflogixmedia.blob.core.windows.net/product-image/2444d80d-2ef3-4766-a6c9-579e8e94ef34.jpg,,,,,
Panda Farms Apple Fritter Blunt - 1.5g,1A41103000089E5000004004,,Pre-Rolls,"Hybrid, Blunt 1.5g",[PF] Apple Fritter,GSCC Management,Backstock,24,21,21,1A41103000089E5000004004,4/3/2027,https://leaflogixmedia.blob.core.windows.net/product-image/defb5c8e-c388-482c-8e6f-d7f325c4242a.jpg,,,,,
Panda Farms Trop Nana Pandawalker Pre-rolls 0.5g x 5pk  - 2.5g,1A41103000089E5000003995,,Pre-Rolls,"Indica, Preroll 1g",No Strain,GSCC Management,Backstock,22,42,42,1A41103000089E5000003995,5/8/2027,https://leaflogixmedia.blob.core.windows.net/product-image/77e98cdd-22f0-4ac3-a06c-6bd59b45d3a4.jpg,,,,,
Panda Farms Trop Nana Pandawalker Pre-rolls 0.5g x 5pk  - 2.5g,1A41103000089E5000003994,,Pre-Rolls,"Indica, Preroll 1g",No Strain,GSCC Management,Vault,10,42,42,1A41103000089E5000003994,5/8/2027,https://leaflogixmedia.blob.core.windows.net/product-image/77e98cdd-22f0-4ac3-a06c-6bd59b45d3a4.jpg,,,,,
Panda Farms Mikes Strawberry Lemonade Pandawalker Pre-rolls 0.5g x 5pk  - 2.5g,1A41103000089E5000003991,,Pre-Rolls,"Indica, Preroll 1g",[PF] Mike's Strawberry Lemonade,GSCC Management,Vault,13,42,42,1A41103000089E5000003991,11/8/2026,https://leaflogixmedia.blob.core.windows.net/product-image/4f0c8e13-2a9e-4a45-9ca4-fad053e9ecb7.jpg,,,,,
Panda Farms Mikes Strawberry Lemonade Pandawalker Pre-rolls 0.5g x 5pk  - 2.5g,1A41103000089E5000003990,,Pre-Rolls,"Indica, Preroll 1g",[PF] Mike's Strawberry Lemonade,GSCC Management,Backstock,22,42,42,1A41103000089E5000003990,11/8/2026,https://leaflogixmedia.blob.core.windows.net/product-image/4f0c8e13-2a9e-4a45-9ca4-fad053e9ecb7.jpg,,,,,
Panda Farms GMO Root Beer Pandawalker Pre-rolls 0.5g x 5pk  - 2.5g,1A41103000089E5000004027,,Pre-Rolls,"Indica, Preroll 1g",[PF] GMO Root Beer,GSCC Management,Backstock,22,42,42,1A41103000089E5000004027,6/24/2027,,,,,,
Panda Farms Durban Poison Pandawalkers Pre-rolls 0.5g x 5pk  - 2.5g,1A41103000089E5000004002,,Pre-Rolls,"Indica, Preroll 1g",[PF] Durban Poison,GSCC Management,Backstock,22,42,42,1A41103000089E5000004002,11/8/2026,,,,,,
Panda Farms Cap Junky Pandawalker Pre-rolls 0.5g x 5pk  - 2.5g,1A41103000089E5000003963,,Pre-Rolls,"Indica, Preroll 1g",[PF] Cap Junky,GSCC Management,Backstock,21,42,42,1A41103000089E5000003963,4/3/2027,,,,,,
Rove Kiwi Kush Ice Packs Infused Preroll - 1G,1A4110300006C99000073198,,Infused Pre-roll,"Preroll 1g, Preroll Infused Pack",[VNF] Kiwi Kush,Victory Natural Farms MIPS,Vault,11,30,30,1A4110300006C99000073198,11/27/2026,https://leaflogixmedia.blob.core.windows.net/product-image/9b48592e-9adf-44ad-87c3-941de44dd70d.jpg,42.94 %,18.03 %,0.00 %,0.10 %,
Rove Sour Lime Haze Ice Packs Infused Preroll - 1G,1A4110300006C99000073197,,Infused Pre-roll,,[VNF] Sour Lime Haze,Victory Natural Farms MIPS,Vault,1,30,30,1A4110300006C99000073197,11/23/2028,https://leaflogixmedia.blob.core.windows.net/product-image/7f87ee14-d8a8-4af1-8d72-95e5372868fa.jpg,45.33 %,16.13 %,0.00 %,0.00 %,
Rove Acapulco Gold Ice Packs Infused Preroll - 1G,1A4110300006C99000073196,,Infused Pre-roll,"Preroll 1g, Preroll Infused Pack",[VNF] Acapulco Gold,Victory Natural Farms MIPS,Vault,8,30,30,1A4110300006C99000073196,12/7/2026,https://leaflogixmedia.blob.core.windows.net/product-image/d50aef7a-3558-4518-86fd-4c509af0522a.jpg,44.69 %,14.97 %,0.00 %,0.23 %,
Rove Blueberry Kush Ice Packs Infused Preroll - 1G,1A4110300006C99000073195,,Infused Pre-roll,"Preroll 1g, Preroll Infused Pack",[VNF] Blueberry Kush,Victory Natural Farms MIPS,Vault,3,30,30,1A4110300006C99000073195,11/17/2026,https://leaflogixmedia.blob.core.windows.net/product-image/bd1e5a48-d609-45c7-be38-6aad0d18a955.jpg,42.19 %,11.85 %,0.00 %,0.39 %,
Rove Gelato Vape Cartidge - 1G,1A4110300006C99000073194,,Vapes,"Vape 1g, Cartridge",[RV] Gelato,Victory Natural Farms MIPS,Vault,5,70,70,1A4110300006C99000073194,10/12/2026,https://leaflogixmedia.blob.core.windows.net/product-image/099b7a39-b668-45dc-b2b7-d1e29c325816.jpg,86.58 %,0.00 %,0.00 %,0.00 %,
Rove Bellini Vape Cartidge - 1G,1A4110300006C99000073192,,Vapes,"Vape 1g, Cartridge",[RV] Bellini,Victory Natural Farms MIPS,Vault,9,70,70,1A4110300006C99000073192,10/27/2026,https://leaflogixmedia.blob.core.windows.net/product-image/3886a7e4-c4e7-40f9-93aa-57a21967693a.jpg,84.32 %,0.00 %,0.00 %,0.00 %,
Rove Waui Vape Cartidge - 1G,1A4110300006C99000073190,,Vapes,"Vape 1g, Cartridge",[VNF] Wowie,Victory Natural Farms MIPS,Vault,7,70,70,1A4110300006C99000073190,9/21/2026,https://leaflogixmedia.blob.core.windows.net/product-image/78ce999b-f922-40be-8842-f5c002a03869.jpg,83.11 %,0.00 %,0.00 %,0.00 %,
Rove Kush Vape Cartidge - 1G,1A4110300006C99000073189,,Vapes,"Vape 1g, Cartridge",[VNF] Kush,Victory Natural Farms MIPS,Vault,7,70,70,1A4110300006C99000073189,3/26/2027,https://leaflogixmedia.blob.core.windows.net/product-image/260d4ca6-d056-4014-afee-12d066283da7.jpg,85.39 %,0.00 %,0.00 %,0.00 %,
Rove Orange Crush Live Resin Diamond Minibar - 0.5G,1A4110300006C99000073188,,All-in-one Disposable,"Vape .5g, AIO",[VNF] Orange Crush,Victory Natural Farms MIPS,Vault,6,60,60,1A4110300006C99000073188,4/13/2027,https://leaflogixmedia.blob.core.windows.net/product-image/77555093-e9ca-439d-84cf-33ccce5ccc50.jpg,91.01 %,0.00 %,0.17 %,0.53 %,
Rove Blue Dream Live Resin Diamond Minibar - 0.5G,1A4110300006C99000073187,,All-in-one Disposable,"Vape .5g, AIO",[VNF] Blue Dream,Victory Natural Farms MIPS,Vault,5,60,60,1A4110300006C99000073187,4/15/2027,https://leaflogixmedia.blob.core.windows.net/product-image/422ee0bf-aeff-46a1-bb20-9b0bb79587b4.jpg,91.32 %,0.00 %,0.23 %,0.46 %,
Rove Skywalker OG Live Resin Diamond Minibar - 0.5G,1A4110300006C99000073186,,All-in-one Disposable,"Vape .5g, AIO",[VNF] Skywalker OG,Victory Natural Farms MIPS,Vault,7,60,60,1A4110300006C99000073186,5/30/2027,https://leaflogixmedia.blob.core.windows.net/product-image/1378f723-8dd0-47ab-b6ed-8cb9d855b31a.jpg,92.45 %,0.00 %,0.26 %,0.55 %,
Rove Granddaddy Purp RTU Live Resin Diamonds Vape - 1g,1A4110300006C99000073184,,All-in-one Disposable,"Vape 1g, AIO, Liquid Diamonds",[RV] Grandaddy Purp,Victory Natural Farms MIPS,Vault,3,95,95,1A4110300006C99000073184,4/8/2027,https://leaflogixmedia.blob.core.windows.net/product-image/b46920c0-0d5a-4711-a0df-9343f432cd2d.jpg,93.49 %,0.00 %,0.19 %,0.53 %,
Rove Maui Waui RTU Live Resin Diamonds Vape - 1g,1A4110300006C99000073182,,All-in-one Disposable,"Vape 1g, AIO, Liquid Diamonds",[RV] Maui Waui,Victory Natural Farms MIPS,Vault,4,95,95,1A4110300006C99000073182,4/8/2027,https://leaflogixmedia.blob.core.windows.net/product-image/87183f96-18f2-408a-9c2d-51d626e8b30f.jpg,93.29 %,0.00 %,0.19 %,0.59 %,
Rove Skywalker OG Live Resin Diamonds Reload Pod - 1g,1A4110300006C99000073179,,Vapes,"Vape 1g, Vape Pod",[VNF] Skywalker OG,Victory Natural Farms MIPS,Vault,2,84,84,1A4110300006C99000073179,5/30/2027,https://leaflogixmedia.blob.core.windows.net/product-image/50d7ea9e-18ef-46d7-9344-7968fcbb4551.jpg,90.89 %,0.00 %,0.24 %,0.52 %,
[Sample] Rove Acapulco Gold Ice Packs Infused Preroll - 1G,1A4110300006C99000073208,,Infused Pre-roll,"Preroll 1g, Preroll Infused Pack",[VNF] Acapulco Gold,Victory Natural Farms MIPS,Sample Room,1,0.01,0.01,1A4110300006C99000073208,10/23/2026,https://leaflogixmedia.blob.core.windows.net/product-image/a9dd3578-02a2-4e92-838e-d8c03d6347e1.jpg,39.15 %,12.80 %,0.00 %,0.00 %,
[Sample] Rove Kiwi Kush Ice Packs Infused Preroll - 1G,1A4110300006C99000073207,,Infused Pre-roll,"Preroll 1g, Preroll Infused Pack",[VNF] Acapulco Gold,Victory Natural Farms MIPS,Sample Room,1,0.01,0.01,1A4110300006C99000073207,11/27/2026,https://leaflogixmedia.blob.core.windows.net/product-image/f48ea181-c02b-4890-8656-1f869116ab83.jpg,42.94 %,18.03 %,0.00 %,0.10 %,
High Grass Dulce De Uva Solventless Live Rosin AIO - 0.5g,1A4110300009025000003137,,Vapes,"Indica, Vape .5g, Live Rosin, AIO",[HGF] Dulce De Uva,High Grass Farms,Vault,4,40,40,1A4110300009025000003137,10/1/2026,https://leaflogixmedia.blob.core.windows.net/product-image/31e0cb87-efd5-4922-8581-f584d6cf95e3.jpg,73.05 %,0.00 %,0.16 %,0.00 %,
Green Lightning Yellow Subaru  - 3.5g,1A4110300005FB5000020204,,Flower,,[GL] Yellow Subaru,Green Lightning Cultivation,Backstock,25,45,45,1A4110300005FB5000020204,12/22/2026,https://leaflogixmedia.blob.core.windows.net/product-image/a727b651-a8a1-49f8-8a68-c94390b9dfa7.jpg,21.25 %,23.36 %,0.00 %,0.00 %,
Green Lightning Yellow Subaru  - 3.5g,1A4110300005FB5000020203,,Flower,,[GL] Yellow Subaru,Green Lightning Cultivation,Backstock,25,45,45,1A4110300005FB5000020203,12/22/2026,https://leaflogixmedia.blob.core.windows.net/product-image/a727b651-a8a1-49f8-8a68-c94390b9dfa7.jpg,21.25 %,23.36 %,0.00 %,0.00 %,
Green Lightning Yellow Subaru  - 3.5g,1A4110300005FB5000020202,,Flower,,[GL] Yellow Subaru,Green Lightning Cultivation,Vault,5,45,45,1A4110300005FB5000020202,12/22/2026,https://leaflogixmedia.blob.core.windows.net/product-image/a727b651-a8a1-49f8-8a68-c94390b9dfa7.jpg,21.25 %,23.36 %,0.00 %,0.00 %,
Green Lightning MAC 1 - 3.5g,1A4110300005FB5000020090,,Flower,,[GL] MAC 1,Green Lightning Cultivation,Backstock,25,45,45,1A4110300005FB5000020090,12/22/2026,https://leaflogixmedia.blob.core.windows.net/product-image/ac366163-5a33-4d8c-8947-ae339d5393f5.jpg,23.66 %,26.62 %,0.00 %,0.00 %,
Green Lightning MAC 1 - 3.5g,1A4110300005FB5000020089,,Flower,,[GL] MAC 1,Green Lightning Cultivation,Vault,13,45,45,1A4110300005FB5000020089,12/22/2026,https://leaflogixmedia.blob.core.windows.net/product-image/ac366163-5a33-4d8c-8947-ae339d5393f5.jpg,23.66 %,26.62 %,0.00 %,0.00 %,
Green Lightning Glitter Bomb - 3.5g,1A4110300005FB5000019549,,Flower,Indica,[GL] Glitter Bomb,Green Lightning Cultivation,Vault,13,45,45,1A4110300005FB5000019549,12/19/2026,https://leaflogixmedia.blob.core.windows.net/product-image/7929988c-8019-4733-9200-08c6b4378193.jpg,23.15 %,26.04 %,0.00 %,0.00 %,
Green Lightning Code Red - 3.5g,1A4110300005FB5000020396,,Flower,,[GL] Code Red,Green Lightning Cultivation,Vault,4,45,45,1A4110300005FB5000020396,12/22/2026,https://leaflogixmedia.blob.core.windows.net/product-image/0108fba1-d8c5-410c-b1b8-85542fb89495.jpg,25.77 %,28.91 %,0.00 %,0.00 %,
Green Lightning Cadillac Rainbows - 3.5g,1A4110300005FB5000020009,,Flower,,[GL] Cadillac Rainbows,Green Lightning Cultivation,Vault,13,45,45,1A4110300005FB5000020009,12/22/2026,https://leaflogixmedia.blob.core.windows.net/product-image/bef1a167-39e4-4649-8441-2515f8d37bd1.jpg,26.83 %,29.77 %,0.00 %,0.00 %,
Green Lightning Blue Lobster - 3.5g,1A4110300005FB5000019737,,Flower,Indica,[GL] Blue Lobster,Green Lightning Cultivation,Backstock,25,45,45,1A4110300005FB5000019737,12/15/2026,https://leaflogixmedia.blob.core.windows.net/product-image/682f3fc5-f9e0-4d79-a085-88b99f149b6f.jpg,24.80 %,27.74 %,0.00 %,0.00 %,
Green Lightning Blue Lobster - 3.5g,1A4110300005FB5000019736,,Flower,Indica,[GL] Blue Lobster,Green Lightning Cultivation,Backstock,25,45,45,1A4110300005FB5000019736,12/15/2026,https://leaflogixmedia.blob.core.windows.net/product-image/682f3fc5-f9e0-4d79-a085-88b99f149b6f.jpg,24.80 %,27.74 %,0.00 %,0.00 %,
Green Lightning Blue Lobster - 3.5g,1A4110300005FB5000019735,,Flower,Indica,[GL] Blue Lobster,Green Lightning Cultivation,Vault,18,45,45,1A4110300005FB5000019735,12/15/2026,https://leaflogixmedia.blob.core.windows.net/product-image/682f3fc5-f9e0-4d79-a085-88b99f149b6f.jpg,24.80 %,27.74 %,0.00 %,0.00 %,
Green Lightning Black Star Lime #2 - 7g Shake,1A4110300005FB5000020302,,Flower,Hybrid,[GL] Black Star Lime #2,Green Lightning Cultivation,Backstock,20,45,45,1A4110300005FB5000020302,12/29/2026,https://leaflogixmedia.blob.core.windows.net/product-image/b3301a07-7de7-49e6-9e2b-3a671fa82f15.jpg,18.96 %,20.55 %,0.00 %,0.00 %,
Green Lightning Black Star Lime #2 - 7g Shake,1A4110300005FB5000020301,,Flower,Hybrid,[GL] Black Star Lime #2,Green Lightning Cultivation,Backstock,20,45,45,1A4110300005FB5000020301,12/29/2026,https://leaflogixmedia.blob.core.windows.net/product-image/b3301a07-7de7-49e6-9e2b-3a671fa82f15.jpg,18.96 %,20.55 %,0.00 %,0.00 %,
Green Lightning Black Star Lime #2 - 7g Shake,1A4110300005FB5000020300,,Flower,Hybrid,[GL] Black Star Lime #2,Green Lightning Cultivation,Backstock,20,45,45,1A4110300005FB5000020300,12/29/2026,https://leaflogixmedia.blob.core.windows.net/product-image/b3301a07-7de7-49e6-9e2b-3a671fa82f15.jpg,18.96 %,20.55 %,0.00 %,0.00 %,
Green Lightning Black Star Lime #2 - 7g Shake,1A4110300005FB5000020299,,Flower,Hybrid,[GL] Black Star Lime #2,Green Lightning Cultivation,Backstock,20,45,45,1A4110300005FB5000020299,12/29/2026,https://leaflogixmedia.blob.core.windows.net/product-image/b3301a07-7de7-49e6-9e2b-3a671fa82f15.jpg,18.96 %,20.55 %,0.00 %,0.00 %,
Green Lightning Black Star Lime #2 - 7g Shake,1A4110300005FB5000020298,,Flower,Hybrid,[GL] Black Star Lime #2,Green Lightning Cultivation,Backstock,20,45,45,1A4110300005FB5000020298,12/29/2026,https://leaflogixmedia.blob.core.windows.net/product-image/b3301a07-7de7-49e6-9e2b-3a671fa82f15.jpg,18.96 %,20.55 %,0.00 %,0.00 %,
Green Lightning Super Lemon MAC 1g Preroll - 1g,1A4110300005FB5000020634,,Pre-Rolls,"Indica, Preroll Pack",[GL] Super Lemon MAC,Green Lightning Cultivation,Vault,13,13,13,1A4110300005FB5000020634,12/16/2026,https://leaflogixmedia.blob.core.windows.net/product-image/83153d30-a174-4928-994c-6b9fb56ff27b.jpg,22.83 %,25.24 %,0.00 %,0.00 %,
Green Lightning Spritzer 1g Preroll - 1g,1A4110300005FB5000020633,,Pre-Rolls,"Hybrid, Preroll 1g",[GL] Spritzer,Green Lightning Cultivation,Vault,31,13,13,1A4110300005FB5000020633,12/16/2026,https://leaflogixmedia.blob.core.windows.net/product-image/f62a79c7-4fb4-47e1-9095-77f7d177fa91.jpg,25.56 %,28.70 %,0.00 %,0.00 %,
Green Lightning Cadillac Rainbows - 3.5g,1A4110300005FB5000020007,,Flower,,[GL] Cadillac Rainbows,Green Lightning Cultivation,Promo Room,25,45,0.05,1A4110300005FB5000020007,12/22/2026,https://leaflogixmedia.blob.core.windows.net/product-image/f0ff5442-8520-4d9f-a669-c9e014c8000e.jpg,26.83 %,29.77 %,0.00 %,0.00 %,
Green Lightning Yellow Subaru  - 7g Smalls,1A4110300005FB5000018552,,Flower,,[GL] Yellow Subaru,Green Lightning Cultivation,Backstock,25,70,70,1A4110300005FB5000018552,11/21/2026,https://leaflogixmedia.blob.core.windows.net/product-image/40e299b1-4e9d-4baa-87af-7b2b38d3e545.jpg,18.76 %,20.51 %,0.00 %,0.00 %,
Green Lightning Yellow Subaru  - 7g Smalls,1A4110300005FB5000018551,,Flower,,[GL] Yellow Subaru,Green Lightning Cultivation,Backstock,25,70,70,1A4110300005FB5000018551,11/21/2026,https://leaflogixmedia.blob.core.windows.net/product-image/40e299b1-4e9d-4baa-87af-7b2b38d3e545.jpg,18.76 %,20.51 %,0.00 %,0.00 %,
Green Lightning Yellow Subaru  - 7g Smalls,1A4110300005FB5000018550,,Flower,,[GL] Yellow Subaru,Green Lightning Cultivation,Backstock,25,70,70,1A4110300005FB5000018550,11/21/2026,https://leaflogixmedia.blob.core.windows.net/product-image/40e299b1-4e9d-4baa-87af-7b2b38d3e545.jpg,18.76 %,20.51 %,0.00 %,0.00 %,
Green Lightning Yellow Subaru  - 7g Smalls,1A4110300005FB5000018549,,Flower,,[GL] Yellow Subaru,Green Lightning Cultivation,Backstock,25,70,70,1A4110300005FB5000018549,11/21/2026,https://leaflogixmedia.blob.core.windows.net/product-image/40e299b1-4e9d-4baa-87af-7b2b38d3e545.jpg,18.76 %,20.51 %,0.00 %,0.00 %,
Green Lightning Yellow Subaru  - 7g Smalls,1A4110300005FB5000018548,,Flower,,[GL] Yellow Subaru,Green Lightning Cultivation,Vault,14,70,70,1A4110300005FB5000018548,11/21/2026,https://leaflogixmedia.blob.core.windows.net/product-image/40e299b1-4e9d-4baa-87af-7b2b38d3e545.jpg,18.76 %,20.51 %,0.00 %,0.00 %,
Green Lightning Yellow Subaru  - 3.5g,1A4110300005FB5000020205,,Flower,,[GL] Yellow Subaru,Green Lightning Cultivation,Backstock,25,45,45,1A4110300005FB5000020205,12/22/2026,https://leaflogixmedia.blob.core.windows.net/product-image/a727b651-a8a1-49f8-8a68-c94390b9dfa7.jpg,21.25 %,23.36 %,0.00 %,0.00 %,
High Grass Dulce De Uva 1pk - 0.5g,1A4110300006A41000008763,,Pre-Rolls,Hybrid,[HGF] Dulce De Uva,High Grass Farms,Vault,50,7,7,1A4110300006A41000008763,9/3/2026,https://leaflogixmedia.blob.core.windows.net/product-image/a09bed79-35d8-42e3-bd88-249da3f4d2a1.jpg,,,,,
Cannaboss Lady Variety 0.4g Preroll Variety 9pk | 3.6g,1A4110300006A41000008766,,Pre-Rolls,Sativa,[HGF] Variety Pack,High Grass Farms,Vault,20,50,50,1A4110300006A41000008766,11/10/2026,https://leaflogixmedia.blob.core.windows.net/product-image/5b76257e-961b-4e00-a579-05ead2f52347.jpg,,,,,
The Blues Brothers Cadillac Rainbow Preroll 1pk - 0.5g,1A4110300006A41000008762,,Pre-Rolls,Hybrid,[HGF] Cadillac Rainbow,High Grass Farms,Vault,5,7,7,1A4110300006A41000008762,12/2/2026,https://leaflogixmedia.blob.core.windows.net/product-image/a33b0a38-534b-43bc-8e48-9a0f54adb798.jpg,,,,,
High Grass GMO Rootbeer 1pk - 0.5g,1A4110300006A41000008764,,Pre-Rolls,Hybrid,[HGF] GMO Rootbeer,High Grass Farms,Vault,31,7,7,1A4110300006A41000008764,10/21/2026,https://leaflogixmedia.blob.core.windows.net/product-image/5fa08469-2ae6-4bbb-aa9b-2b8ad58b6db4.jpg,,,,,
High Grass TK Headband Preroll 1pk - 1g,1A4110300006A41000008765,,Pre-Rolls,Hybrid,[HGF] TK Headband,High Grass Farms,Vault,42,12,12,1A4110300006A41000008765,10/21/2026,https://leaflogixmedia.blob.core.windows.net/product-image/62c4aab9-2610-4e10-ad77-216a9aaf8c5e.jpg,,,,,
Good Green Frozen Margarita - 14g,1A4110300001CE9000183532,,Flower,"Indica, Mixed Buds",[GTI] Frozen Margarita,GTI,Vault,39,120,120,1A4110300001CE9000183532,11/15/2026,https://leaflogixmedia.blob.core.windows.net/product-image/23c18342-2d25-4927-957c-bf25da15edb3.jpg,,,,,
